,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
534,534,male,group B,high school,standard,completed,73,69,68
535,535,female,group C,bachelor's degree,free/reduced,completed,66,83,83
536,536,male,group C,associate's degree,standard,completed,51,60,58
537,537,female,group D,high school,standard,none,51,66,62
538,538,male,group E,bachelor's degree,standard,completed,85,66,71
539,539,male,group A,associate's degree,standard,completed,97,92,86
540,540,male,group C,high school,standard,completed,75,69,68
541,541,male,group D,associate's degree,free/reduced,completed,79,82,80
542,542,female,group C,associate's degree,standard,none,81,77,79
543,543,female,group D,associate's degree,standard,none,82,95,89
544,544,female,group D,master's degree,standard,none,64,63,66
545,545,male,group E,some high school,free/reduced,completed,78,83,80
546,546,female,group A,some high school,standard,completed,92,100,97
547,547,male,group C,high school,standard,completed,72,67,64
548,548,female,group C,high school,free/reduced,none,62,67,64
549,549,male,group C,master's degree,standard,none,79,72,69
550,550,male,group C,some high school,free/reduced,none,79,76,65
551,551,male,group B,bachelor's degree,free/reduced,completed,87,90,88
552,552,female,group B,associate's degree,standard,none,40,48,50
553,553,male,group D,some college,free/reduced,none,77,62,64
554,554,male,group E,associate's degree,standard,none,53,45,40
555,555,female,group C,some college,free/reduced,none,32,39,33
556,556,female,group C,associate's degree,standard,completed,55,72,79
557,557,male,group C,master's degree,free/reduced,none,61,67,66
558,558,female,group B,associate's degree,free/reduced,none,53,70,70
559,559,male,group D,some high school,standard,none,73,66,62
560,560,female,group D,some college,standard,completed,74,75,79
561,561,female,group C,some college,standard,none,63,74,74
562,562,male,group C,bachelor's degree,standard,completed,96,90,92
563,563,female,group D,some college,free/reduced,completed,63,80,80
564,564,male,group B,bachelor's degree,free/reduced,none,48,51,46
565,565,male,group B,associate's degree,standard,none,48,43,45
566,566,female,group E,bachelor's degree,free/reduced,completed,92,100,100
567,567,female,group D,master's degree,free/reduced,completed,61,71,78
568,568,male,group B,high school,free/reduced,none,63,48,47
569,569,male,group D,bachelor's degree,free/reduced,none,68,68,67
570,570,male,group B,some college,standard,completed,71,75,70
571,571,male,group A,bachelor's degree,standard,none,91,96,92
572,572,female,group C,some college,standard,none,53,62,56
573,573,female,group C,high school,free/reduced,completed,50,66,64
574,574,female,group E,high school,standard,none,74,81,71
575,575,male,group A,associate's degree,free/reduced,completed,40,55,53
576,576,male,group A,some college,standard,completed,61,51,52
577,577,female,group B,high school,standard,none,81,91,89
578,578,female,group B,some college,free/reduced,completed,48,56,58
579,579,female,group D,master's degree,standard,none,53,61,68
580,580,female,group D,some high school,standard,none,81,97,96
581,581,female,group E,some high school,standard,none,77,79,80
582,582,female,group D,bachelor's degree,free/reduced,none,63,73,78
583,583,female,group D,associate's degree,standard,completed,73,75,80
584,584,female,group D,some college,standard,none,69,77,77
585,585,female,group C,associate's degree,standard,none,65,76,76
586,586,female,group A,high school,standard,none,55,73,73
587,587,female,group C,bachelor's degree,free/reduced,none,44,63,62
588,588,female,group C,some college,standard,none,54,64,65
589,589,female,group A,some high school,standard,none,48,66,65
590,590,male,group C,some college,free/reduced,none,58,57,54
591,591,male,group A,some high school,standard,none,71,62,50
592,592,male,group E,bachelor's degree,standard,none,68,68,64
593,593,female,group E,high school,standard,none,74,76,73
594,594,female,group C,bachelor's degree,standard,completed,92,100,99
595,595,female,group C,bachelor's degree,standard,completed,56,79,72
596,596,male,group B,high school,free/reduced,none,30,24,15
597,597,male,group A,some high school,standard,none,53,54,48
598,598,female,group D,high school,standard,none,69,77,73
599,599,female,group D,some high school,standard,none,65,82,81
600,600,female,group D,master's degree,standard,none,54,60,63
601,601,female,group C,high school,standard,none,29,29,30
602,602,female,group E,some college,standard,none,76,78,80
603,603,male,group D,high school,free/reduced,none,60,57,51
604,604,male,group D,master's degree,free/reduced,completed,84,89,90
605,605,male,group C,some high school,standard,none,75,72,62
606,606,female,group C,associate's degree,standard,none,85,84,82
607,607,female,group C,master's degree,free/reduced,none,40,58,54
608,608,female,group E,some college,standard,none,61,64,62
609,609,female,group B,associate's degree,standard,none,58,63,65
610,610,male,group D,some college,free/reduced,completed,69,60,63
611,611,female,group C,some college,standard,none,58,59,66
612,612,male,group C,bachelor's degree,standard,completed,94,90,91
613,613,female,group C,associate's degree,standard,none,65,77,74
614,614,female,group A,associate's degree,standard,none,82,93,93
615,615,female,group C,high school,standard,none,60,68,72
616,616,female,group E,bachelor's degree,standard,none,37,45,38
617,617,male,group D,bachelor's degree,standard,none,88,78,83
618,618,male,group D,master's degree,standard,none,95,81,84
619,619,male,group C,associate's degree,free/reduced,completed,65,73,68
620,620,female,group C,high school,free/reduced,none,35,61,54
621,621,male,group B,bachelor's degree,free/reduced,none,62,63,56
622,622,male,group C,high school,free/reduced,completed,58,51,52
623,623,male,group A,some college,standard,completed,100,96,86
624,624,female,group E,bachelor's degree,free/reduced,none,61,58,62
625,625,male,group D,some college,standard,completed,100,97,99
626,626,male,group B,associate's degree,free/reduced,completed,69,70,63
627,627,male,group D,associate's degree,standard,none,61,48,46
628,628,male,group D,some college,free/reduced,none,49,57,46
629,629,female,group C,some high school,standard,completed,44,51,55
630,630,male,group D,some college,standard,none,67,64,70
631,631,male,group B,high school,standard,none,79,60,65
632,632,female,group B,bachelor's degree,standard,completed,66,74,81
633,633,female,group C,high school,standard,none,75,88,85
634,634,male,group D,some high school,standard,none,84,84,80
635,635,male,group A,high school,standard,none,71,74,64
636,636,female,group B,high school,free/reduced,completed,67,80,81
637,637,female,group D,some high school,standard,completed,80,92,88
638,638,male,group E,some college,standard,none,86,76,74
639,639,female,group D,associate's degree,standard,none,76,74,73
640,640,male,group D,high school,standard,none,41,52,51
641,641,female,group D,associate's degree,free/reduced,completed,74,88,90
642,642,female,group B,some high school,free/reduced,none,72,81,79
643,643,female,group E,high school,standard,completed,74,79,80
644,644,male,group B,high school,standard,none,70,65,60
645,645,female,group B,bachelor's degree,standard,completed,65,81,81
646,646,female,group D,associate's degree,standard,none,59,70,65
647,647,female,group E,high school,free/reduced,none,64,62,68
648,648,female,group B,high school,standard,none,50,53,55
649,649,female,group D,some college,standard,completed,69,79,81
650,650,male,group C,some high school,free/reduced,completed,51,56,53
651,651,female,group A,high school,standard,completed,68,80,76
652,652,female,group D,some college,standard,completed,85,86,98
653,653,female,group A,associate's degree,standard,completed,65,70,74
654,654,female,group B,some high school,standard,none,73,79,79
655,655,female,group B,some college,standard,none,62,67,67
656,656,male,group C,associate's degree,free/reduced,none,77,67,64
657,657,male,group D,some high school,standard,none,69,66,61
658,658,female,group D,associate's degree,free/reduced,none,43,60,58
659,659,male,group D,associate's degree,standard,none,90,87,85
660,660,male,group C,some college,free/reduced,none,74,77,73
661,661,male,group C,some high school,standard,none,73,66,63
662,662,female,group D,some college,free/reduced,none,55,71,69
663,663,female,group C,high school,standard,none,65,69,67
664,664,male,group D,associate's degree,standard,none,80,63,63
665,665,female,group C,some high school,free/reduced,completed,50,60,60
666,666,female,group C,some college,free/reduced,completed,63,73,71
667,667,female,group B,bachelor's degree,free/reduced,none,77,85,87
668,668,male,group C,some college,standard,none,73,74,61
669,669,male,group D,associate's degree,standard,completed,81,72,77
670,670,female,group C,high school,free/reduced,none,66,76,68
671,671,male,group D,associate's degree,free/reduced,none,52,57,50
672,672,female,group C,some college,standard,none,69,78,76
673,673,female,group C,associate's degree,standard,completed,65,84,84
674,674,female,group D,high school,standard,completed,69,77,78
675,675,female,group B,some college,standard,completed,50,64,66
676,676,female,group E,some college,standard,completed,73,78,76
677,677,female,group C,some high school,standard,completed,70,82,76
678,678,male,group D,associate's degree,free/reduced,none,81,75,78
679,679,male,group D,some college,free/reduced,none,63,61,60
680,680,female,group D,high school,standard,none,67,72,74
681,681,male,group B,high school,standard,none,60,68,60
682,682,male,group B,high school,standard,none,62,55,54
683,683,female,group C,some high school,free/reduced,completed,29,40,44
684,684,male,group B,some college,standard,completed,62,66,68
685,685,female,group E,master's degree,standard,completed,94,99,100
686,686,male,group E,some college,standard,completed,85,75,68
687,687,male,group D,associate's degree,free/reduced,none,77,78,73
688,688,male,group A,high school,free/reduced,none,53,58,44
689,689,male,group E,some college,free/reduced,none,93,90,83
690,690,female,group C,associate's degree,standard,none,49,53,53
691,691,female,group E,associate's degree,free/reduced,none,73,76,78
692,692,female,group C,bachelor's degree,free/reduced,completed,66,74,81
693,693,female,group D,associate's degree,standard,none,77,77,73
694,694,female,group C,some high school,standard,none,49,63,56
695,695,female,group D,some college,free/reduced,none,79,89,86
